Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1
Carfentrazone-ethyl,128621-72-7,,"除草剤,",kg,,,,Emissions/air/unspecified,c7dc86d7-ee67-498c-b665-b4e75a5a46e2,,
gamma-cyhalothrin,076703-62-3,,"ピレスロイド系殺虫剤,",kg,,,,Emissions/air/unspecified,da612b4a-4dcb-463f-94f8-9866b0ae16e1,,
Clethodim,099129-21-2,,"除草剤,",kg,,,,Emissions/air/unspecified,a78f03e3-12cf-4efc-92c7-7ec0a94cd049,,
Cloransulam-methyl,147150-35-4,,"除草剤,",kg,,,,Emissions/air/unspecified,ba775add-6b19-43aa-95a5-c78587abdec6,,
Trifloxystrobin,141517-21-7,,"ストロビルリン系殺菌剤,",kg,,,,Emissions/air/unspecified,05da58f8-4ce0-4798-b132-7bef6f2cf9cd,,
Pyraclostrobin,175013-18-0,,"殺菌剤,",kg,,,,Emissions/air/unspecified,5432c135-489f-446a-9ae6-9a97bee222e1,,
Flumioxazin,103361-09-7,,"フェニルフタルイミド系除草剤,",kg,,,,Emissions/air/unspecified,b3ae613a-8bf8-4baa-bdde-a3ab6a83534b,,
Fomesafen,072178-02-0,,"除草剤,",kg,,,,Emissions/air/unspecified,3ed5ffd3-16f3-4f04-9dec-4cb4a159012c,,
Metham sodium,006734-80-1,,"土壌燻蒸剤,",kg,,,,Emissions/air/unspecified,7ff65cdd-6e7c-4a52-8ec8-5b09ff3ce686,,
Monosodium acid methanearsonate,006423-72-9,,"除草剤,",kg,,,,Emissions/air/unspecified,45b25b08-3724-4b84-a4cb-87484bcba5c2,,
Sodium chlorate,007775-09-9,,"塩素酸系除草剤,",kg,,,,Emissions/air/unspecified,5b5ff770-3e5f-474f-afdd-581c1ff2b088,,
"2-chloro-1,1,1-trifluoroethane",000075-88-7,,"C2H2ClF3;2-クロロ-1,1,1-トリフルオロエタン;1-クロロ-2,2,2-トリフルオロエタン;HCFC-133a;HCFC-133;2-chloro-1,1,1-trifluoroethane;1-chloro-2,2,2-trifluoroethane;HCFC-133a",kg,,,,Emissions/air/unspecified,52699714-7639-46fb-856e-b47761e31bb9,,
C2H2F2Cl2,025915-78-0,,ジクロロジフルオロエタン;HCFC-132;dichlorodifluoroethane,kg,,,,Emissions/air/unspecified,09cb5ee8-9cff-4edc-89ef-bdd4266b3404,,
C2H3F2Cl,025497-29-4,,クロロジフルオロエタン;ジフルオロクロロエタン;HCFC-142;chlorodifluoroethane;difluorochloroethane,kg,,,,Emissions/air/unspecified,d557dc94-6321-4bf9-b3d5-46415a16e819,,
C2H3FCl2,025167-88-8,,HCFC-141,kg,,,,Emissions/air/unspecified,793ac04d-dab4-4375-a30e-b9dbabad7113,,
C2H4FCl,001615-75-4,,1-クロロ-1-フルオロエタン;HCFC-151a;HCFC-151;1-chloro-1-fluoroethane;HCFC-151a,kg,,,,Emissions/air/unspecified,27cdb238-4be8-4a01-9644-46bb38114401,,
CFC-11,000075-69-4,,CCl3F;Trichlorofluoromethane;トリクロロフルオロメタン;フロン11;R-11;CFC-11;trichlorofluoromethane;F-11;R-11,kg,,,,Emissions/air/unspecified,412876da-445e-4bff-8789-bec6af857a17,,
CFC-111,000354-56-3,,C2Cl5F;Pentachlorofluoroethane;ペンタクロロフルオロエタン;フルオロペンタクロロエタン;CFC-111;pentachlorofluoroethane;fluoropentachloroethane,kg,Element or Compound,,,Emissions/air/unspecified,7f0039aa-63cc-47e0-8170-9a31a2de69e3,,
CFC-112,000076-12-0,,"C2Cl4F2;Tetrachlorodifluoroethane ;1,1,2,2-テトラクロロ-1,2-ジフルオロエタン;1,2-ジフルオロテトラクロロエタン;CFC-112;1,1,2,2-tetrachloro-1,2-difluoroethane;1,2-difluorotetrachloroethane",kg,,,,Emissions/air/unspecified,f6de5e64-d41d-4ff7-a365-f4bd4e1e541b,,
CFC-113,026523-64-8,,"C2Cl3F3;1,1,2-trichloro-1,2,2-trifluoroethane",kg,,,,Emissions/air/unspecified,53d62ca2-1001-4eb0-99bb-3630a6cf0775,,
CFC-114,000076-14-2,,"C2Cl2F4;1,2-dichloro-1,1,2,2-tetrafluoroethane",kg,,,,Emissions/air/unspecified,6b91fb2a-357d-49bb-b488-85cf048bb12f,,
CFC-115,000076-15-3,,C2ClF5;Monochloropentafluoroethane;クロロペンタフルオロエタン;モノクロロペンタフルオロエタン;CFC-115;chloropentafluoroethane;monochloropentafluoroethane,kg,,,,Emissions/air/unspecified,277606fc-c8f7-46ca-9712-92b95eeb73c5,,
CFC-12,000075-71-8,,CCl2F2;Dichlorodifluoromethane;ジクロロジフルオロメタン;CFC-12;dichlorodifluoromethane,kg,,,,Emissions/air/unspecified,5ef468fb-de17-4b1d-900e-08c20c5899d3,,
CFC-13,000075-72-9,,CClF3;Chlorotrifluoromethane;クロロトリフルオロメタン;トリフルオロメチルクロリド;CFC-13;chlorotrifluoromethane;trifluoromethyl chloride,kg,Element or Compound,,,Emissions/air/unspecified,96cf8f9d-1906-4afb-bcbe-9ed8ed6382dc,,
CFC-211,000422-78-6,,C3Cl7F;Heptachlorofluoropropane;ヘプタクロロフルオロプロパン;CFC-211;heptachlorofluoropropane,kg,,,,Emissions/air/unspecified,7911039f-684c-4972-8522-d1933e3c3f6f,,
CFC-212,003182-26-1,,C3Cl6F2;Hexachlorodifluoropropane ;ヘキサクロロジフルオロプロパン;CFC-212;hexachlorodifluoropropane,kg,,,,Emissions/air/unspecified,70e1d94b-0cfe-483f-afec-b89058e33d28,,
CFC-213,002354-06-5,,ペンタクロロトリフルオロプロパン;CFC-213;C3Cl5F3;Pentachlorotrifluoropropane,kg,,,,Emissions/air/unspecified,352768b6-7c97-4a70-a086-455e9cc2506b,,
CFC-214,029255-31-0,,C3Cl4F4;Tetrachlorotetrafluoropropane;テトラクロロテトラフルオロプロパン;CFC-214;tetrachlorotetrafluoropropane,kg,,,,Emissions/air/unspecified,ce98d33d-8292-4ddf-94ea-0c256468c44b,,
CFC-215,004259-43-2,,C3Cl3F5;Trichloropentafluoropropane,kg,,,,Emissions/air/unspecified,e0c00f82-e4ba-4e2b-a302-1ff9e59dfa9b,,
CFC-216,000661-97-2,,"C3Cl2F6;Dichlorohexafluoropropane;1,2-ジクロロ-1,1,2,3,3,3-ヘキサフルオロプロパン;1,2-ジクロロヘキサフルオロプロパン;CFC-216;1,2-dichloro-1,1,2,3,3,3-hexafluoropropane ;1,2-dichlorohexafluoropropane",kg,,,,Emissions/air/unspecified,afe42bc0-1597-470d-bee8-6b7855572aa6,,
CFC-217,000422-86-6,,"C3Cl1F7;Heptafluoropropyl chloride;ヘプタフルオロプロピルクロリド;プロパン, 1-クロロ-1,1,2,2,3,3,3-ヘプタフルオロ-;CFC-217;heptafluoropropyl chloride;propane, 1-chloro-1,1,2,2,3,3,3-heptafluoro-",kg,,,,Emissions/air/unspecified,c84128ac-3f04-470f-aab9-7eb4e3eaec07,,
Halon-1211,000353-59-3,,CBrClF2;Bromochlorodifluoromethane;ブロモクロロジフルオロメタン;クロロジフルオロボロモメタン;HALON-1211;bromochlorodifluoromethane;chlorodifluorobromomethane,kg,,,,Emissions/air/unspecified,f1585d8a-3b6d-47bb-9e7b-dc8c1fe2bc87,,
Halon-1301,000075-63-8,,CBrF3;Bromotrifluoromethane ;ブロモトリフルオロメタン;トリフルオロブロモメタン;HALON-1301;bromotrifluoromethane;trifluorobromomethane,kg,,,,Emissions/air/unspecified,05f627db-e902-44ea-b8a9-9c52cf730a6e,,
Halon-2402,000124-73-2,,"C2Br2F4;1,2-dibromo-1,1,2,2-tetrafluoroethane;ジブロモテトラフルオロエタン;1,1,2,2-テトラフルオロ-1,2-ジブロモエタン;1,2-ジブロモテトラフルオロエタン;HALON-2402;dibromotetrafluoroethane;1,1,2,2-tetrafluoro-1,2-dibromoethane;1,2-dibromotetrafluoroethane",kg,,,,Emissions/air/unspecified,431cfebe-5f3f-4860-a481-cc8e057f9a71,,
HBFC-22B1,001868-53-7,,CHBr2F;Dibromofluoromethane;ジブロモフルオロメタン;HBFC-22B1;dibromofluoromethane,kg,,,,Emissions/air/unspecified,b78358e2-c632-4f7c-9e11-4233b41c6650,,
HCFC-121,000354-14-3,,"C2HCl4F;Tetrachlorofluoroethane;1,1,2,2-テトラクロロ-1-フルオロメタン;1-フルオロ-1,1,2,2-テトラクロロエタン;HCFC-121;1,1,2,2-tetrachloro-1-fluoroethane;1-fluoro-1,1,2,2-tetrachloroethane",kg,,,,Emissions/air/unspecified,4433f424-1411-4ccc-9548-2fe24038c1b4,,
HCFC-122,000354-21-2,,C2HCl3F2;Trichlorodifluoroethane,kg,,,,Emissions/air/unspecified,af3e43cc-5372-4f8f-b5e7-d377b7c5deac,,
HCFC-123,000306-83-2,,"C2HCl2F3;2,2-dichloro-1,1,1-tri-fluoroethane;2,2-ジクロロ-1,1,1-トリフルオロエタン;1,1-ジクロロ-2,2,2-トリフルオロエタン;HCFC-123;2,2-dichloro-1,1,1-trifluoroethane;1,1-dichloro-2,2,2-trifluoroethane",kg,,,,Emissions/air/unspecified,1653c3b6-1fd3-4420-97cb-6856eeced0c5,,
HCFC-124,002837-89-0,,"C2HClF4;2-chloro-1,1,1,2-tetrafluoroethane",kg,,,,Emissions/air/unspecified,5e600729-1f65-42b3-9d44-b8ebb4ef7902,,
HCFC-131,000359-28-4,,C2H2Cl3F;Trichlorofluoroethane,kg,,,,Emissions/air/unspecified,d29ad99d-ead1-4273-a8db-e0c85b4eac2d,,
HCFC-140,000071-55-6,,"C2H3Cl3;1,1,1-trichloroethane;メチルクロロホルム;クロロテン;1,1,1-trichloroethane;methyl chloroform;chlorothene",kg,,,,Emissions/air/unspecified,24c945d9-ac42-475e-95c8-c7aa6fa35039,,
HCFC-142b,000075-68-3,,"C2H3ClF2;1-chloro-1,1-difluoroethane;1-クロロ-1,1-ジフルオロエタン;1,1,1-クロロジフルオロエタン;1,1-ジフルオロ-1-クロロエタン;HCFC-142b;1-chloro-1,1-difluoroethane;1,1,1-chlorodifluoroethane;1,1-difluoro-1-chloroethane",kg,,,,Emissions/air/unspecified,2390ed43-d8fe-4733-9c2d-b87386f4f3d0,,
HCFC-21,000075-43-4,,CHCl2F;Dichloromonofluoromethane;ジクロロフルオロメタン;フルオロジクロロメタン;ジクロロモノフルオロメタン;HCFC-21;dichlorofluoromethane;fluorodichloromethane;dichloromonofluoromethane,kg,,,,Emissions/air/unspecified,6991a79f-fd02-4cc3-9991-5427c10aa08c,,
HCFC-22,000075-45-6,,CHClF2;Chlorodifluoromethane;クロロジフルオロメタン;ジフルオロクロロメタン;HCFC-22;chlorodifluoromethane;difluorochloromethane,kg,,,,Emissions/air/unspecified,0c74b1b9-356c-46ae-9a0c-db3b54827bb2,,
HCFC-221,000422-26-4,,C3HCl6F;Hexachlorofluororopane,kg,Element or Compound,,,Emissions/air/unspecified,439056d1-a622-4e31-a1e1-39c543b7cc16,,
HCFC-222,000422-49-1,,C3HCl5F2;Pentachlorodifluoropropane,kg,,,,Emissions/air/unspecified,72ead97d-e7fd-49aa-9309-648a248f09b2,,
HCFC-223,000422-52-6,,C3HF3Cl4;Tetrachlorotrifluoropropane,kg,,,,Emissions/air/unspecified,cbed258b-168f-455b-8c41-782c869d19c4,,
HCFC-224,000422-54-8,,C3HCl3F4;Trichlorotetrafluoropropane,kg,,,,Emissions/air/unspecified,20c3a241-fcaa-49de-a8f4-e13bf107f246,,
HCFC-225ca,000422-56-0,,"C3HCl2F3;3,3-dichloro-1,1,1,2,2-pentafluoropropane;3,3-ジクロロ-1,1,1,2,2-ペンタフルオロプロパン;HCFC-225ca;3,3-dichloro-1,1,1,2,2-pentafluoropropane",kg,,,,Emissions/air/unspecified,cca4ffa0-6398-4138-9f83-06f3dd362942,,
HCFC-225cb,000507-55-1,,"C3HCl2F5;1,3-dichloro-1,1,2,2,3-pentafluoropropane ;1,3-ジクロロ-1,1,2,2,3-ペンタフルオロプロパン;HCFC-225cb;1,3-dichloro-1,1,2,2,3-pentafluoropropane",kg,,,,Emissions/air/unspecified,0b2befd3-1910-4b7a-bea8-419bc161ac63,,
HCFC-226,000431-87-8,,C3HClF6;Monochlorohexafluoropropane,kg,,,,Emissions/air/unspecified,d3b44c83-8b5f-45f7-93ae-67f567c5b4fd,,
HCFC-231,000421-94-3,,C3H2Cl5F;Pentachlorofluoropropane,kg,,,,Emissions/air/unspecified,aa63f7c7-a9f3-4279-8ec6-fe6db6e2569d,,
HCFC-232,000460-89-9,,C3H2F2Cl4;Tetrachlorodifluoropropane,kg,,,,Emissions/air/unspecified,5d1eac14-c9d7-4fdc-b333-bb8b5269c511,,
HCFC-233,007125-84-0,,C3H2Cl3F3;Trichlorotrifluoropropane,kg,,,,Emissions/air/unspecified,648ba0c5-be18-476e-aa21-fe6e5b9a137b,,
HCFC-234,000425-94-5,,C3H2F4Cl2;Dichlorotetrafluoropropane,kg,,,,Emissions/air/unspecified,21dd4654-67f3-4962-b65e-e02ef636d120,,
HCFC-235,000460-92-4,,C3H2ClF5;Monochloropentafluoropropane,kg,,,,Emissions/air/unspecified,7f0f3975-5c73-404e-9262-eb19892df5c9,,
HCFC-241,000666-27-3,,C3H3FCl4;Tetrachlorofluororopane,kg,,,,Emissions/air/unspecified,435afbec-03d6-4166-9c46-fbaa06c1eca5,,
HCFC-242,000460-63-9,,C3H3Cl3F2;Trichlorodifluoropropane,kg,,,,Emissions/air/unspecified,80649fff-f216-416d-b75f-ad8ac5139afe,,
HCFC-243,000460-69-5,,C3H3Cl2F3;Dichlorotrifluoropropane,kg,,,,Emissions/air/unspecified,f368119d-8fec-4414-9e9c-eec0c3d7c6b2,,
HCFC-244,134190-50-4,,C3H3F4Cl;Monochlorotetrafluoropropane;HCFC-244,kg,,,,Emissions/air/unspecified,47a32e0e-dd92-46e5-87cc-8b205ec61503,,
HCFC-251,000421-41-0,,Trichlorofluoropropane,kg,,,,Emissions/air/unspecified,2243457b-fdde-4dd7-9000-6e0b8229fd53,,
HCFC-252,000819-00-1,,C3H4F2CI2;Dichlorodifluoropropane,kg,,,,Emissions/air/unspecified,fea1fc13-6e31-44b3-8e3d-46a7e62e8db6,,
HCFC-253,000460-35-5,,C3H4ClF3;Monochlorotrifluoropropane,kg,,,,Emissions/air/unspecified,e70e2ab8-d6d0-4c3a-a4f5-117b2da450ff,,
HCFC-261,000420-97-3,,C3H5Cl2F;Dichlorofluoropropane,kg,,,,Emissions/air/unspecified,78c6e787-b5ff-4a55-9361-86ed6b661f61,,
HCFC-262,000421-02-3,,Monochlorodifluoropropane,kg,,,,Emissions/air/unspecified,03dbfd5e-9616-411f-8448-f3322598b10c,,
HCFC-271,000430-55-7,,C3H6ClF;Monochlorofluoropropane,kg,,,,Emissions/air/unspecified,892e1555-1d0c-4bc2-b75b-eead1e51ea2c,,
HCFC-31,000593-70-4,,CH2ClF;Chlorofluoromethane;クロロフルオロメタン;モノクロロモノフルオロメタン;HCFC-31;chlorofluoromethane;monochloromonofluoromethane,kg,,,,Emissions/air/unspecified,ddc0ee7b-4dd2-4c89-bb72-1d1fec3852f2,,
(CF2)4CH (OH),,,,kg,,,,Emissions/air/unspecified,004813f8-57c1-457f-8e82-de0ca9943ace,,
(CF3)2CHOCH3,013171-18-1,,,kg,,,,Emissions/air/unspecified,2618f437-9fa0-41a7-8a92-0930b0b0ede2,,
(CF3)2CHOCHF2,026103-08-2,,,kg,,,,Emissions/air/unspecified,2723092d-0d1c-4ccc-b79c-12b93c59d71d,,
(phenoxymethyl)-oxirane,000122-60-1,,,kg,,,,Emissions/air/unspecified,e7f33ebe-7865-4801-ad86-ef0b81aa02a6,,
"1,1,1,3,3,3-hexafluoro-2-propanol",000920-66-1,,,kg,,,,Emissions/air/unspecified,35db898c-8347-490d-812e-49bfa7e320aa,,
"1,1,2-trichloroethane",000079-00-5,,,kg,,,,Emissions/air/unspecified,aa849aa8-f9be-410c-be94-d7ee65193d2b,,
"1,1,2-trichlorotrifluoroethane",000076-13-1,,,kg,,,,Emissions/air/unspecified,0e7b61b4-740d-439c-9a03-4a4c7d73a770,,
"1,1-dichloroethylene",000075-35-4,,,kg,,,,Emissions/air/unspecified,f0577390-caf1-4bff-895d-f6201f96a0ee,,
"1,2,3,4-tetrachlorobenzene",000634-66-2,,,kg,,,,Emissions/air/unspecified,ddb433f2-d852-4eaa-84e5-dd593ea14f12,,
"1,2,3,4-tetramethylbenzene",000488-23-3,,,kg,,,,Emissions/air/unspecified,f9697464-4e8f-46ad-9129-2a4fa0f439a3,,
"1,2,3,5-tetramethylbenzene",000527-53-7,,,kg,,,,Emissions/air/unspecified,ae24d7f3-44d1-40b2-90ef-de4a0044aab2,,
"1,2,3-trimethylbenzene",000526-73-8,,,kg,,,,Emissions/air/unspecified,492d8b64-3dc8-4bf2-87cd-c5af50234ae9,,
"1,2,4,5-tetramethylbenzene",000095-93-2,,,kg,,,,Emissions/air/unspecified,ab2a7b18-ffb6-486b-bb58-4c80acbe5729,,
"1,2,4-trimethylbenzene",000095-63-6,,,kg,,,,Emissions/air/unspecified,d1b3b0fd-d835-413b-b41c-f2eba7650ebe,,
"1,2-benzenediol",000120-80-9,,,kg,,,,Emissions/air/unspecified,3435fc92-5f1f-43d3-bf8e-c772040425fa,,
"1,2-dichlorobenzene",000095-50-1,,,kg,,,,Emissions/air/unspecified,5d2262fe-336e-46b6-9082-97933aca9642,,
"1,2-dichloroethane",000107-06-2,,,kg,,,,Emissions/air/unspecified,b001a9ab-85f5-4285-9a93-b0386b16868b,,
"1,2-dichloropropane",000078-87-5,,,kg,,,,Emissions/air/unspecified,2b2a4e44-e5fc-4681-9fd9-7718e4b42271,,
"1,2-dimethyl-3-ethylbenzene",000933-98-2,,,kg,,,,Emissions/air/unspecified,7f2e88e4-eb70-4dd5-b8c9-e65e3fc4695d,,
"1,2-dimethyl-4-ethylbenzene",000934-80-5,,,kg,,,,Emissions/air/unspecified,ca38ea04-4086-4cf4-a936-04b627a1fffd,,
"1,3,5-trimethylbenzene",000108-67-8,,,kg,,,,Emissions/air/unspecified,9a65eb93-faa2-41ce-9a79-ec01f364b9b0,,
"1,3-dichlorobenzene",000541-73-1,,,kg,,,,Emissions/air/unspecified,3ce1f3c4-ef36-48ec-b67f-e836eb2d2f15,,
"1,3-diethylcyclohexane",001331-43-7,,,kg,,,,Emissions/air/unspecified,72c358b9-cb10-4300-a060-d6fd14fbd1cf,,
"1,3-pentadiene",000504-60-9,,,kg,,,,Emissions/air/unspecified,af50bfeb-c9e0-4644-9346-7531d8137c84,,
"1,4-dichlorobenzene",000106-46-7,,,kg,,,,Emissions/air/unspecified,3c512d95-2d5d-4cc0-ab9e-3717d2ae98dd,,
"1,4-diethylbenzene",000105-05-5,,,kg,,,,Emissions/air/unspecified,b260fd99-72d9-41f2-9823-306eadb468cb,,
"1,4-dioxane",000123-91-1,,,kg,,,,Emissions/air/unspecified,989bab8d-420b-4c60-8087-66549aeed8a7,,
1-butene,000106-98-9,,,kg,,,,Emissions/air/unspecified,e697bbc9-144c-4028-9296-0a552d6926ba,,
1-butoxypropanol,057018-52-7,,,kg,,,,Emissions/air/unspecified,adf6746a-7af9-441b-a44c-fa8559b00a35,,
1-butylbenzene,000104-51-8,,,kg,,,,Emissions/air/unspecified,0cc8e0f8-0bc5-4227-b004-931d61197dee,,
1-chloro-4-nitrobenzene,000100-00-5,,,kg,,,,Emissions/air/unspecified,15e5162b-3a01-43e4-80d9-ac646c8dde5b,,
1-chlorobutane,000109-69-3,,,kg,,,,Emissions/air/unspecified,c1d522e2-ac5e-430c-9345-c55903437333,,
1-decene,000872-05-9,,,kg,,,,Emissions/air/unspecified,79572ae0-c2f8-40a6-a52f-a3826cf78b97,,
1-ethoxy-2-propanol,001569-02-4,,,kg,,,,Emissions/air/unspecified,c115ce8f-8782-49d2-a18f-4501b3c5d54b,,
1-ethyl-2-methylbenzene,000611-14-3,,,kg,,,,Emissions/air/unspecified,d3fcadc9-0ee5-44a3-b293-3f6108a7b90f,,
"1-ethyl-3,5-dimethylbenzene",000934-74-7,,,kg,,,,Emissions/air/unspecified,e082b167-68b7-4929-aaef-e1524b0c9ee9,,
1-ethyl-3-methylbenzene,000620-14-4,,,kg,,,,Emissions/air/unspecified,f7cbc7b8-96e3-41b9-89ce-057a59fd2e39,,
1-heptene,000592-76-7,,,kg,,,,Emissions/air/unspecified,2a91e2b6-8733-4ced-939a-1ad4199d66ac,,
1-hexene,000592-41-6,,,kg,,,,Emissions/air/unspecified,c22f8e31-9c62-44e2-9b79-39d10b0e3737,,
1-methyl-3-isopropylbenzene,000535-77-3,,,kg,,,,Emissions/air/unspecified,9000e286-c450-4a36-8ff7-3acf5c64fb95,,
1-methyl-3-n-propylbenzene,,,,kg,,,,Emissions/air/unspecified,2f9f651f-03cd-406d-af6d-3a61af8cf28b,,
1-methylcyclohexene,000591-49-1,,,kg,,,,Emissions/air/unspecified,e2bff090-2deb-4530-95bb-041a5ab46877,,
1-nonene,000124-11-8,,,kg,,,,Emissions/air/unspecified,cb8632da-130b-4088-8e91-2d8a8e0caff9,,
1-octanol,000111-87-5,,,kg,,,,Emissions/air/unspecified,25778010-c912-4fca-a94f-c10393c878d6,,
1-octene,000111-66-0,,,kg,,,,Emissions/air/unspecified,600981e3-7e7c-4ee5-aa7b-e0eb78ce97df,,
1-pentene,000109-67-1,,,kg,,,,Emissions/air/unspecified,50ce7b93-d414-4171-9be3-5f6dc58e8b82,,
1-propylbenzene,000103-65-1,,,kg,,,,Emissions/air/unspecified,51a40d2a-f3e2-467e-89ed-cc245b26ebe5,,
1-undecene,000821-95-4,,,kg,,,,Emissions/air/unspecified,eebb4b9a-1569-4b9d-be59-4893246e53f8,,
2-(2-butoxyethoxy)ethyl acetate,000124-17-4,,,kg,,,,Emissions/air/unspecified,b05316e0-17c9-404f-a53c-54fd5e82a24e,,
2-(2-ethoxyethoxy)-ethanol,000111-90-0,,,kg,,,,Emissions/air/unspecified,cce63e56-8107-4b60-a70d-374980de926e,,
2-(2-methoxyethoxy)ethanol,000111-77-3,,,kg,,,,Emissions/air/unspecified,ac3201c8-22c0-4adb-9fbb-476ceefd22aa,,
"2,2,2-trifluoroethanol",000075-89-8,,,kg,,,,Emissions/air/unspecified,132eddbc-5e54-4495-9fc9-3530ebbdd66d,,
"2,2,3-trimethylbutane",000464-06-2,,,kg,,,,Emissions/air/unspecified,9fb48093-0120-48cb-be6c-6a3cf293eb72,,
"2,2,4-trimethylpentane",000540-84-1,,,kg,,,,Emissions/air/unspecified,5ffd9152-f149-461c-83cb-fdca33876c85,,
"2,2,5-trimethylhexane",003522-94-9,,,kg,,,,Emissions/air/unspecified,656ce7c1-727a-4dcd-912b-7a638704ce58,,
"2,2-dimethylbutane",000075-83-2,,,kg,,,,Emissions/air/unspecified,194eaa14-41da-41b0-b1f5-1ac5406e3af5,,
"2,2-dimethylhexane",000590-73-8,,,kg,,,,Emissions/air/unspecified,18364f01-2314-49af-a3db-2423b0312b47,,
"2,2-dimethylpropane",000463-82-1,,,kg,,,,Emissions/air/unspecified,4a0b7462-3a80-4359-8a4d-0fcfd9a9427b,,
"2,3,3-trimethyl-1-butene",000594-56-9,,,kg,,,,Emissions/air/unspecified,635f29e0-e658-4201-8fb9-accd6762123d,,
"2,3,3-trimethylpentane",000560-21-4,,,kg,,,,Emissions/air/unspecified,854e9bdb-0314-48e8-ab25-fb2cd1a4d2f3,,
"2,3,4-trimethylpentane",000565-75-3,,,kg,,,,Emissions/air/unspecified,72203146-6fbb-4619-b3d9-fdf04ce5cad8,,
"2,3,5-trimethylhexane",001069-53-0,,,kg,,,,Emissions/air/unspecified,10e74b8d-3da0-4e88-8eba-625737ff1d84,,
"2,3-dihydro-2,2-dimethyl-[(dibutylamino)thio]methyl carbamic acid",055285-14-8,,,kg,,,,Emissions/air/unspecified,1cd8a1b5-c303-434c-93cb-456324fcd131,,
"2,3-dimethylbutane",000079-29-8,,,kg,,,,Emissions/air/unspecified,4f368fe2-8155-4fd0-a107-1874850cf987,,
"2,3-dimethylheptane",003074-71-3,,,kg,,,,Emissions/air/unspecified,dd3f5772-8220-4d44-9ea0-d0a5286a4b47,,
"2,3-dimethylhexane",000584-94-1,,,kg,,,,Emissions/air/unspecified,d0259b57-331d-4849-94f6-43db32ff32bf,,
"2,3-dimethyloctane",007146-60-3,,,kg,,,,Emissions/air/unspecified,164050ec-2af5-4ac0-b3ca-58e1f76e2401,,
"2,3-dimethylpentane",000565-59-3,,,kg,,,,Emissions/air/unspecified,a9a2ee98-cfb4-43a0-968a-fec2cd854004,,
"2,4,5-trimethylheptane",,,,kg,,,,Emissions/air/unspecified,ff001810-bce5-4655-8927-ec2000da7617,,
"2,4,6-tribromophenol",000118-79-6,,,kg,,,,Emissions/air/unspecified,14559153-f842-4ad4-b6a5-782e812574de,,
"2,4/2,6-toluenediisocyanate (mixture)",026471-62-5,,,kg,,,,Emissions/air/unspecified,05b589ef-4997-4ab3-b97f-9a6724e211bb,,
"2,4-dimethylheptane",002213-23-2,,,kg,,,,Emissions/air/unspecified,77744cc8-c717-45c4-9eca-79dc6a1890a9,,
"2,4-dimethylhexane",000589-43-5,,,kg,,,,Emissions/air/unspecified,f93edd1f-5305-43b6-a4e6-d396801f2925,,
"2,4-dimethyloctane",,,,kg,,,,Emissions/air/unspecified,7e4e2a6c-d567-478c-8b42-8f8a34c5c479,,
"2,4-dimethylpentane",000108-08-7,,,kg,,,,Emissions/air/unspecified,9c24b210-e849-4684-9980-cd1944f64fb4,,
"2,4-dinitrotoluene",000121-14-2,,,kg,,,,Emissions/air/unspecified,f6db96b1-c2f0-4d56-b433-73ae944afef1,,
"2,5-dimethylheptane",002216-30-0,,,kg,,,,Emissions/air/unspecified,e5f183c7-2504-432e-a37b-f76291bdbecd,,
"2,5-dimethylhexane",000592-13-2,,,kg,,,,Emissions/air/unspecified,32441c9f-0b95-429d-8de5-6d61c87df743,,
"2,6-dimethyloctane",002051-30-1,,,kg,,,,Emissions/air/unspecified,879b8475-cabc-4b0b-a0c1-8ec385e46a72,,
"2,6-dimethylstyrene",,,,kg,,,,Emissions/air/unspecified,7ad38b6c-de36-4dda-9a89-80f8561518ba,,
"2,6-dintrotoluene",000606-20-2,,,kg,,,,Emissions/air/unspecified,3f47d572-54c6-4187-8fac-aeea2d5a3f93,,
2-aminoanthraquinone,000117-79-3,,,kg,,,,Emissions/air/unspecified,2673d867-0df1-48b7-830d-59b29c11c937,,
2-butanol,000078-92-2,,,kg,,,,Emissions/air/unspecified,87b431e6-1ee5-4e20-994b-195922f14fab,,
2-butene-cis,000590-18-1,,,kg,,,,Emissions/air/unspecified,08711d18-e44d-45db-a00a-ad7645b58e85,,
2-butene-trans,000624-64-6,,,kg,,,,Emissions/air/unspecified,7c1857cd-b6ba-457b-a9af-5673e14951fc,,
2-butyltetrahydrofuran,001004-29-1,,,kg,,,,Emissions/air/unspecified,199b0ad3-9112-4f17-94a1-9caa2f8e074e,,
"2-chlorobuta-1,3-diene",000126-99-8,,,kg,,,,Emissions/air/unspecified,8ddac2f1-ba88-494d-b0d3-fd94008c276f,,
2-dichloronitroaniline,,,,kg,,,,Emissions/air/unspecified,97a10ef0-d6d4-42da-a07a-9d4de38ca84a,,
2-ethoxyethanol,000110-80-5,,,kg,,,,Emissions/air/unspecified,80d2fec6-3a9f-4281-b5a1-15f7b663238c,,
2-ethoxyethyl acetate,000111-15-9,,,kg,,,,Emissions/air/unspecified,77e4fa5b-5b48-45f0-af98-24140fc66b3b,,
2-ethoxypropane,000625-54-7,,,kg,,,,Emissions/air/unspecified,d8b57613-0f9b-4c45-be43-22e37fe4dc10,,
