Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,,,,,,,,,FlowInternalID,UsedYn,,
"1,1'-[iminodi(octamethylene)]diguanidine",013516-27-3,,,kg,Element or Compound,,,Emissions/water/unspecified,8d99167c-e86c-4211-bcfb-f11f848da055,,,,,,,,,,,,004P22043,0,,
indium and its compounds,007440-74-6,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,{DE4BCC80-8A60-47A6-8611-B9685C54314B},,,,,,,,,,,,004P22044,0,,
O-ethyl O-4-nitrophenyl phenylphosphonothioate,002104-64-5,,,kg,Element or Compound,,,Emissions/water/unspecified,0a178dbb-751b-4695-a435-cb7d7075b8c0,,,,,,,,,,,,004P22048,0,,
2-ethylhexanoic acid,000149-57-5,,,kg,Element or Compound,,,Emissions/water/unspecified,cbce3c08-76bd-4acb-aaf1-44e61b7ea6fa,,,,,,,,,,,,004P22051,0,,
ethylbenzene,000100-41-4,,,kg,Element or Compound,,,Emissions/water/unspecified,8bb44664-7a8a-43f6-90e8-43e55b78f755,,,,,,,,,,,,004P22053,0,,
ethylene oxide,000075-21-8,,,kg,Element or Compound,,,Emissions/water/unspecified,20a5d3fa-47f4-4844-9b01-26ba71a59541,,,,,,,,,,,,004P22056,0,,
ethylene glycol monoethyl ether,000110-80-5,,,kg,Element or Compound,,,Emissions/water/unspecified,de62ce5c-c904-46ca-be5d-714ed327de37,,,,,,,,,,,,004P22057,0,,
ethylene glycol monomethyl ether,000109-86-4,,,kg,Element or Compound,,,Emissions/water/unspecified,c7a60638-5d28-4ac9-97f1-d57db5c12fa5,,,,,,,,,,,,004P22058,0,,
ethylenediamine,000107-15-3,,,kg,Element or Compound,,,Emissions/water/unspecified,0af7f92c-da3e-48b7-887b-b468be276866,,,,,,,,,,,,004P22059,0,,
ethylenediaminetetraacetic acid,000060-00-4,,,kg,Element or Compound,,,Emissions/water/unspecified,3efa5099-27d1-472a-a7ee-b84ae9252dca,,,,,,,,,,,,004P22060,0,,
epichlorohydrin,000106-89-8,,,kg,Element or Compound,,,Emissions/water/unspecified,d71c5c89-5ebe-40e2-a479-a494415a0a9c,,,,,,,,,,,,004P22065,0,,
"2,3-epoxy-1-propanol",000556-52-5,,,kg,Element or Compound,,,Emissions/water/unspecified,a079cce0-d215-4e0e-9144-d8b96571a5f3,,,,,,,,,,,,004P22067,0,,
"1,2-epoxypropane",000075-56-9,,,kg,Element or Compound,,,Emissions/water/unspecified,4e22e6fd-b870-4d36-abc5-cba2887bf19a,,,,,,,,,,,,004P22068,0,,
"2,3-epoxypropyl phenyl ether",000122-60-1,,,kg,Element or Compound,,,Emissions/water/unspecified,65f570bd-ade9-44bb-a62c-b46d474a5150,,,,,,,,,,,,004P22069,0,,
ferric chloride,007705-08-0,,,kg,Element or Compound,,,Emissions/water/unspecified,{77B6F9ED-B40A-4A27-80F5-06097DDAFDD2},,,,,,,,,,,,004P22071,0,,
1-octanol,000111-87-5,,,kg,Element or Compound,,,Emissions/water/unspecified,d3f019ca-97be-46d4-89ed-4093e72ad9b4,,,,,,,,,,,,004P22073,0,,
ε-caprolactam,000105-60-2,,,kg,Element or Compound,,,Emissions/water/unspecified,c38c348c-d4d9-4685-865e-8056f4193af1,,,,,,,,,,,,004P22076,0,,
"2,6-xylenol",000576-26-1,,,kg,Element or Compound,,,Emissions/water/unspecified,40edd788-3980-438a-8504-914ee2d59a08,,,,,,,,,,,,004P22079,0,,
xylene,001330-20-7,,,kg,Element or Compound,,,Emissions/water/unspecified,460ae2f3-36e2-4705-a8c9-0a04313b97c4,,,,,,,,,,,,004P22080,0,,
silver and its water-soluble compounds,007440-22-4,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,36017e1c-b4fd-4cc3-a0e7-4495e77ee5b2,,,,,,,,,,,,004P22082,0,,
cumene,000098-82-8,,,kg,Element or Compound,,,Emissions/water/unspecified,3d20fdd9-302d-446a-9071-e367d706b59b,,,,,,,,,,,,004P22083,0,,
glyoxal,000107-22-2,,,kg,Element or Compound,,,Emissions/water/unspecified,234df1e1-c54b-44ab-8090-afa9df5919a5,,,,,,,,,,,,004P22084,0,,
glutaraldehyde,000111-30-8,,,kg,Element or Compound,,,Emissions/water/unspecified,e0abb58c-da7d-4068-b87c-c59308a173bc,,,,,,,,,,,,004P22085,0,,
cresol,001319-77-3,,,kg,Element or Compound,,,Emissions/water/unspecified,56c8aa90-e530-4576-8ec5-e365164e456d,,,,,,,,,,,,004P22086,0,,
chromium(VI) compounds,018540-29-9,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,105d60c1-2eb0-4fa9-a7d5-514f263f3725,,,,,,,,,,,,004P22088,0,,
chloroaniline,,,,kg,Element or Compound,,,Emissions/water/unspecified,{57F96E44-3C8E-4372-85B2-8F5F826BDC74},,,,,,,,,,,,004P22089,0,,
2-chloro-2'-ethyl-N-(2-methoxy-1-methylethyl)-6'-methylacetanilide,051218-45-2,,,kg,Element or Compound,,,Emissions/water/unspecified,dd411517-5175-4fe4-81ac-c37c51e019f3,,,,,,,,,,,,004P22093,0,,
chloroethylene,000075-01-4,,,kg,Element or Compound,,,Emissions/water/unspecified,d266a0cd-548b-4e57-8dc6-05cf455561d0,,,,,,,,,,,,004P22094,0,,
"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-α,α,α-trifluoro-2,6-dinitro-p-toluidine",079622-59-6,,,kg,Element or Compound,,,Emissions/water/unspecified,e77b3cd3-9cda-463b-87f0-6ee868ee7f6e,,,,,,,,,,,,004P22095,0,,
"1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole",119446-68-3,,,kg,Element or Compound,,,Emissions/water/unspecified,8da1862d-c43f-4d68-a968-ee83ec8ef1bf,,,,,,,,,,,,004P22096,0,,
chloroacetic acid,000079-11-8,,,kg,Element or Compound,,,Emissions/water/unspecified,75c49ed9-80e0-40bb-b6ab-6b3409f65c95,,,,,,,,,,,,004P22098,0,,
ethyl chloroacetate,000105-39-5,,,kg,Element or Compound,,,Emissions/water/unspecified,141475ce-3abd-4d3a-b768-f62c6bb350df,,,,,,,,,,,,004P22099,0,,
"2-chloro-2',6'-diethyl-N-(2-propoxyethyl)acetanilide",051218-49-6,,,kg,Element or Compound,,,Emissions/water/unspecified,4eef15fc-8344-4ae9-914e-5e503e697e33,,,,,,,,,,,,004P22100,0,,
"1-chloro-2,4-dinitrobenzene",000097-00-7,,,kg,Element or Compound,,,Emissions/water/unspecified,5593b900-98e7-47d4-a3fe-7911077a4635,,,,,,,,,,,,004P22102,0,,
o-chlorotoluene,000095-49-8,,,kg,Element or Compound,,,Emissions/water/unspecified,967a791f-24db-4082-9cc5-d8e35d44804f,,,,,,,,,,,,004P22109,0,,
p-chlorotoluene,000106-43-4,,,kg,Element or Compound,,,Emissions/water/unspecified,47f5f91f-1705-4035-8742-31c338db167d,,,,,,,,,,,,004P22110,0,,
"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",000122-34-9,,,kg,Element or Compound,,,Emissions/water/unspecified,6f86fc3f-2288-49a2-ae56-ceb3ab34e29b,,,,,,,,,,,,004P22113,0,,
"(RS)-1-p-chlorophenyl-4,4-dimethyl-3-(1H-1,2,4-triazol-1-ylmethyl)pentan-3-ol",107534-96-3,,,kg,Element or Compound,,,Emissions/water/unspecified,ecabf58a-c31c-45b5-9a1a-61067b5f005d,,,,,,,,,,,,004P22117,0,,
2-chloropropionic acid,000598-78-7,,,kg,Element or Compound,,,Emissions/water/unspecified,{297E6EF7-B218-4BF9-AE6C-D9225F617ABB},,,,,,,,,,,,004P22122,0,,
3-chloropropene,000107-05-1,,,kg,Element or Compound,,,Emissions/water/unspecified,171518bf-1c0a-4fef-addb-57ad663a5e4f,,,,,,,,,,,,004P22123,0,,
chlorobenzene,000108-90-7,,,kg,Element or Compound,,,Emissions/water/unspecified,40181f9a-f25b-43fb-becb-c4bf45824551,,,,,,,,,,,,004P22125,0,,
chloroform,000067-66-3,,,kg,Element or Compound,,,Emissions/water/unspecified,cd4b02e6-340c-4567-b08f-d3ae2d4c468c,,,,,,,,,,,,004P22127,0,,
chloromethane,000074-87-3,,,kg,Element or Compound,,,Emissions/water/unspecified,33e79077-94d3-4673-ae6b-b1c0c5541337,,,,,,,,,,,,004P22128,0,,
2-ethoxyethyl acetate,000111-15-9,,,kg,Element or Compound,,,Emissions/water/unspecified,3520a54e-219e-4de3-9f63-b6929fbc27df,,,,,,,,,,,,004P22133,0,,
vinyl acetate,000108-05-4,,,kg,Element or Compound,,,Emissions/water/unspecified,90630958-7a7f-42da-bf95-26d0d80e76cf,,,,,,,,,,,,004P22134,0,,
2-methoxyethyl acetate,000110-49-6,,,kg,Element or Compound,,,Emissions/water/unspecified,232f492e-4147-4cbb-b365-9dc6e9fc8156,,,,,,,,,,,,004P22135,0,,
salicylaldehyde,000090-02-8,,,kg,Element or Compound,,,Emissions/water/unspecified,3a46f7d5-b6ba-48cd-a1e2-8b08c98753f1,,,,,,,,,,,,004P22136,0,,
cyanamide,000420-04-2,,,kg,Element or Compound,,,Emissions/water/unspecified,468857ec-5e60-465e-bc13-317b6157aaff,,,,,,,,,,,,004P22137,0,,
inorganic cyanide compounds (except complex salts and cyanates),000074-90-8,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,91d718f8-1aeb-4c44-92dd-470a247d8487,,,,,,,,,,,,004P22144,0,,
2-(diethylamino)ethanol,000100-37-8,,,kg,Element or Compound,,,Emissions/water/unspecified,621d4d4a-33bd-43e6-b05c-5f44963a3db3,,,,,,,,,,,,004P22145,0,,
"S-4-chlorobenzyl N,N-diethylthiocarbamate",028249-77-6,,,kg,Element or Compound,,,Emissions/water/unspecified,e4030f6b-55f6-4371-a266-41b13c38d87c,,,,,,,,,,,,004P22147,0,,
"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",125306-83-4,,,kg,Element or Compound,,,Emissions/water/unspecified,5c1bb5a9-fcc6-4edc-b47e-4320b3b4de6f,,,,,,,,,,,,004P22148,0,,
"1,4-dioxane",000123-91-1,,,kg,Element or Compound,,,Emissions/water/unspecified,7dddadf9-6733-4fe6-aa74-2741625f91ec,,,,,,,,,,,,004P22150,0,,
"1,3-dioxolane",000646-06-0,,,kg,Element or Compound,,,Emissions/water/unspecified,b8c6626c-7726-48e7-9d80-2afc7483c6c6,,,,,,,,,,,,004P22151,0,,
cyclohexylamine,000108-91-8,,,kg,Element or Compound,,,Emissions/water/unspecified,565677cd-b4c3-4c1c-9525-4c19c6c2ed3e,,,,,,,,,,,,004P22154,0,,
N-(cyclohexylthio)phthalimide,017796-82-6,,,kg,Element or Compound,,,Emissions/water/unspecified,10299c65-3ab4-4f2d-89fa-2c290cc67350,,,,,,,,,,,,004P22155,0,,
"1,2-dichloroethane",000107-06-2,,,kg,Element or Compound,,,Emissions/water/unspecified,45a058a3-71ee-47d3-a125-52fe6a705b4a,,,,,,,,,,,,004P22157,0,,
"1,1-Dichloroethylene",000075-35-4,,,kg,Element or Compound,,,Emissions/water/unspecified,7cea9967-06d6-4641-9194-078b5497690e,,,,,,,,,,,,004P22158,0,,
"cis-1,2-dichloroethylene",000156-59-2,,,kg,Element or Compound,,,Emissions/water/unspecified,c0fceadf-06e1-4443-800b-d4256fc21784,,,,,,,,,,,,004P22159,0,,
"2,4-dichlorotoluene",000095-73-8,,,kg,Element or Compound,,,Emissions/water/unspecified,{9ECCCAA6-7804-4C17-BF53-343ABF83006C},,,,,,,,,,,,004P22165,0,,
"3-(3,5-dichlorophenyl)-N-isopropyl-2,4-dioxoimidazolidine-1-carboxamide",036734-19-7,,,kg,Element or Compound,,,Emissions/water/unspecified,06e016e9-bd1b-4ad5-887f-725c0dcfbb37,,,,,,,,,,,,004P22168,0,,
"1,2-dichloropropane",000078-87-5,,,kg,Element or Compound,,,Emissions/water/unspecified,c8d0f16a-8493-4b79-85cd-4aa151618741,,,,,,,,,,,,004P22178,0,,
"1,3-dichloropropene",000542-75-6,,,kg,Element or Compound,,,Emissions/water/unspecified,a64983e1-143c-499f-a24b-b114f7da73ed,,,,,,,,,,,,004P22179,0,,
dichlorobenzene,000095-50-1,,,kg,Element or Compound,,,Emissions/water/unspecified,{44D5C6FA-A02F-455B-BA0D-F2FFB932CF2C},,,,,,,,,,,,004P22181,0,,
"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",058011-68-0,,,kg,Element or Compound,,,Emissions/water/unspecified,99871c34-cfd6-4bcf-8c46-3c3f6f33c83b,,,,,,,,,,,,004P22183,0,,
"2,6-dichlorobenzonitrile",001194-65-6,,,kg,Element or Compound,,,Emissions/water/unspecified,f12bc80f-52c7-4571-a4c6-26e5961a423b,,,,,,,,,,,,004P22184,0,,
dichloromethane,000075-09-2,,,kg,Element or Compound,,,Emissions/water/unspecified,6fc2559c-837d-4d4d-b7de-b707d4663b0b,,,,,,,,,,,,004P22186,0,,
"N,N-dicyclohexylamine",000101-83-7,,,kg,Element or Compound,,,Emissions/water/unspecified,33c73bb5-3f5c-42d0-9e25-47d192f1d94f,,,,,,,,,,,,004P22188,0,,
dicyclopentadiene,000077-73-6,,,kg,Element or Compound,,,Emissions/water/unspecified,f5194b73-38ff-46d4-9d64-94b6bc8c54ea,,,,,,,,,,,,004P22190,0,,
"diisopropyl 1,3-dithiolan-2-ylidenemalonate",050512-35-1,,,kg,Element or Compound,,,Emissions/water/unspecified,73dc996c-a267-43b8-8941-c86a748bcdfe,,,,,,,,,,,,004P22191,0,,
"O-2,4-dichlorophenyl O-ethyl S-propyl phosphorodithioate",034643-46-4,,,kg,Element or Compound,,,Emissions/water/unspecified,5b2d8d17-6531-4b64-96d6-8a9e1afff17a,,,,,,,,,,,,004P22195,0,,
"O,O-dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate",000060-51-5,,,kg,Element or Compound,,,Emissions/water/unspecified,56de529b-88b9-48d4-92e0-79f93768bf59,,,,,,,,,,,,004P22198,0,,
dinitrotoluene,025321-14-6,,,kg,Element or Compound,,,Emissions/water/unspecified,8b401549-6d4d-428f-9268-b8031bdfb0c7,,,,,,,,,,,,004P22200,0,,
"2,4-dinitrophenol",000051-28-5,,,kg,Element or Compound,,,Emissions/water/unspecified,8487c6b9-e70a-4c78-9349-d49c4a8ae8a7,,,,,,,,,,,,004P22201,0,,
diphenylamine,000122-39-4,,,kg,Element or Compound,,,Emissions/water/unspecified,8a9b856a-52e5-46ec-95b1-c8435f731197,,,,,,,,,,,,004P22203,0,,
"1,3-diphenylguanidine",000102-06-7,,,kg,Element or Compound,,,Emissions/water/unspecified,7b5cee36-7916-4507-850f-a425e977560c,,,,,,,,,,,,004P22205,0,,
"2,6-di-tert-butyl-4-cresol",000128-37-0,,,kg,Element or Compound,,,Emissions/water/unspecified,42b79fd3-406e-4514-ae87-a4de40c0c581,,,,,,,,,,,,004P22207,0,,
"2,2-dibromo-2-cyanoacetamide",010222-01-2,,,kg,Element or Compound,,,Emissions/water/unspecified,2327ca50-2dd0-45ac-8040-71eada25bd27,,,,,,,,,,,,004P22210,0,,
"N,N-dimethylacetamide",000127-19-5,,,kg,Element or Compound,,,Emissions/water/unspecified,6a55abf3-f4e9-4bd3-abe1-6e8a93aae794,,,,,,,,,,,,004P22213,0,,
"2,6-dimethylaniline",000087-62-7,,,kg,Element or Compound,,,Emissions/water/unspecified,885ad703-3cb8-4e15-aa45-9e7fca58a600,,,,,,,,,,,,004P22215,0,,
"N,N-dimethylaniline",000121-69-7,,,kg,Element or Compound,,,Emissions/water/unspecified,c94eb115-5953-4218-9c61-5776c41cf5ef,,,,,,,,,,,,004P22216,0,,
dimethylamine,000124-40-3,,,kg,Element or Compound,,,Emissions/water/unspecified,e7c5f1bd-171d-4862-9759-c3add5bf08b8,,,,,,,,,,,,004P22218,0,,
dimethyl disulfide,000624-92-0,,,kg,Element or Compound,,,Emissions/water/unspecified,71d151ac-6cd6-449d-9c0d-8fb7b978c342,,,,,,,,,,,,004P22219,0,,
"N,N-dimethyldodecylamine N-oxide",001643-20-5,,,kg,Element or Compound,,,Emissions/water/unspecified,8bde58d8-26db-401d-bc6b-caac6b40fa91,,,,,,,,,,,,004P22224,0,,
"dimethyl 2,2,2-trichloro-1-hydroxyethylphosphonate",000052-68-6,,,kg,Element or Compound,,,Emissions/water/unspecified,cc10bd8e-b570-4dbb-882f-646edbe717ea,,,,,,,,,,,,004P22225,0,,
"dimethyl 4,4'-(o-phenylene)bis(3-thioallophanate)",023564-05-8,,,kg,Element or Compound,,,Emissions/water/unspecified,d066d120-26c6-4a93-aae4-b4110d339de4,,,,,,,,,,,,004P22229,0,,
"3,3'-dimethylbenzidine",000119-93-7,,,kg,Element or Compound,,,Emissions/water/unspecified,6ca40a71-587a-4d97-8ea4-0b1996d05692,,,,,,,,,,,,004P22231,0,,
"N,N-dimethylformamide",000068-12-2,,,kg,Element or Compound,,,Emissions/water/unspecified,483c4f99-dd90-4cc7-a79f-a20a8a2a58b6,,,,,,,,,,,,004P22232,0,,
water-soluble salts of bromic acid,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,{8D4C2510-D9F9-41D4-BE70-13F019F7B461},,,,,,,,,,,,004P22235,0,,
organic tin compounds,007440-31-5,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,2d454d6f-e3df-4fd7-b627-6f84704ab089,,,,,,,,,,,,004P22239,0,,
styrene,000100-42-5,,,kg,Element or Compound,,,Emissions/water/unspecified,df42ad98-255b-49f3-8aef-a0f879d9f90b,,,,,,,,,,,,004P22240,0,,
selenium and its compounds,007782-49-2,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,c200f568-a39a-479d-8386-b632cfaf13cb,,,,,,,,,,,,004P22242,0,,
dioxins,001746-01-6,,,kg,Element or Compound,,,Emissions/water/unspecified,5dc321eb-d620-426f-8411-fe2cc1abc00d,,,,,,,,,,,,004P22243,0,,
"2-thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine",000533-74-4,,,kg,Element or Compound,,,Emissions/water/unspecified,75b38eb5-49fa-4099-9c04-bc331a3c3759,,,,,,,,,,,,004P22244,0,,
thiourea,000062-56-6,,,kg,Element or Compound,,,Emissions/water/unspecified,a8d6ba40-262e-424c-a528-f0a125ee553b,,,,,,,,,,,,004P22245,0,,
"O,O-diethyl O-2-isopropyl-6-methyl-4-pyrimidinyl phosphorothioate",000333-41-5,,,kg,Element or Compound,,,Emissions/water/unspecified,67278cc9-5faa-4894-aa98-699a92a5f9bd,,,,,,,,,,,,004P22248,0,,
"O,O-diethyl O-5-phenyl-3-isoxazolyl phosphorothioate",018854-01-8,,,kg,Element or Compound,,,Emissions/water/unspecified,860b4a8e-d10a-47b9-af82-a3ba7f0a2369,,,,,,,,,,,,004P22250,0,,
"O,O-dimethyl O-3-methyl-4-nitrophenyl phosphorothioate",000122-14-5,,,kg,Element or Compound,,,Emissions/water/unspecified,d00d341f-1b7b-457b-a36c-b9d3cbbbd7e3,,,,,,,,,,,,004P22251,0,,
"O,O-dimethyl O-3-methyl-4-(methylthio)phenyl phosphorothioate",000055-38-9,,,kg,Element or Compound,,,Emissions/water/unspecified,9c6896a6-3e26-4b3d-a2b4-4ac2be8be715,,,,,,,,,,,,004P22252,0,,
decabromodiphenyl ether,001163-19-5,,,kg,Element or Compound,,,Emissions/water/unspecified,f8a7ce6d-0473-4565-a8f1-ee17d81eaf2b,,,,,,,,,,,,004P22255,0,,
decanoic acid,000334-48-5,,,kg,Element or Compound,,,Emissions/water/unspecified,7040ee6c-977c-4c7a-bd59-af743311551e,,,,,,,,,,,,004P22256,0,,
decyl alcohol,000112-30-1,,,kg,Element or Compound,,,Emissions/water/unspecified,d1bfc2e6-64e5-4543-b9b5-e3226c8a71f3,,,,,,,,,,,,004P22257,0,,
"1,3,5,7-tetraazatricyclo[3.3.1.13.7]decane",000100-97-0,,,kg,Element or Compound,,,Emissions/water/unspecified,29518110-b246-4466-be4f-defb39b8f4a8,,,,,,,,,,,,004P22258,0,,
tetrachloroisophthalonitrile,001897-45-6,,,kg,Element or Compound,,,Emissions/water/unspecified,acf3993b-b53d-42e2-8aa9-d57c4feee4d5,,,,,,,,,,,,004P22260,0,,
tetrachloroethylene,000127-18-4,,,kg,Element or Compound,,,Emissions/water/unspecified,a99167c7-d5ef-4b9b-a4c0-ebb3145b9561,,,,,,,,,,,,004P22262,0,,
"3,7,9,13-tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione",059669-26-0,,,kg,Element or Compound,,,Emissions/water/unspecified,625dac5b-e6f6-471e-80c6-c9f8f9c76346,,,,,,,,,,,,004P22267,0,,
tetramethylthiuram disulfide,000137-26-8,,,kg,Element or Compound,,,Emissions/water/unspecified,a700f606-ad6b-4637-ad6c-2252b48f5e50,,,,,,,,,,,,004P22268,0,,
"3,7,11,15-tetramethylhexadec-1-en-3-ol",000505-32-8,,,kg,Element or Compound,,,Emissions/water/unspecified,b82bd9cc-495d-4d54-a2c6-3d34fd477726,,,,,,,,,,,,004P22269,0,,
terephthalic acid,000100-21-0,,,kg,Element or Compound,,,Emissions/water/unspecified,94fc02bd-673e-453f-9bba-d5513b1f02c0,,,,,,,,,,,,004P22270,0,,
1-dodecanol,000112-53-8,,,kg,Element or Compound,,,Emissions/water/unspecified,69a2d9fc-69c4-4eb8-a189-a7a2f2d98ef4,,,,,,,,,,,,004P22273,0,,
sodium dodecyl sulfate,000151-21-3,,,kg,Element or Compound,,,Emissions/water/unspecified,df1d64b0-957d-4df2-a6d5-5a1e4db650c3,,,,,,,,,,,,004P22275,0,,
"3,6,9-triazaundecane-1,11-diamine",000112-57-2,,,kg,Element or Compound,,,Emissions/water/unspecified,23a3d47b-a5b3-4edc-91ee-3d6b052cbe36,,,,,,,,,,,,004P22276,0,,
triethylamine,000121-44-8,,,kg,Element or Compound,,,Emissions/water/unspecified,eedef12c-8fb3-46a1-88dd-83654bb06375,,,,,,,,,,,,004P22277,0,,
triethylenetetramine,000112-24-3,,,kg,Element or Compound,,,Emissions/water/unspecified,20f89796-8b85-4887-b64f-dd98ce68d879,,,,,,,,,,,,004P22278,0,,
"1,1,1-trichloroethane",000071-55-6,,,kg,Element or Compound,,,Emissions/water/unspecified,86ebf144-4dfb-4586-82fd-3e17e358eec2,,,,,,,,,,,,004P22279,0,,
"1,1,2-trichloroethane",000079-00-5,,,kg,Element or Compound,,,Emissions/water/unspecified,d66fcd88-185d-4d64-979b-983b0725b304,,,,,,,,,,,,004P22280,0,,
trichloroethylene,000079-01-6,,,kg,Element or Compound,,,Emissions/water/unspecified,8a214ef5-3518-4498-ac0f-30d7fd11616f,,,,,,,,,,,,004P22281,0,,
trichloroacetic acid,000076-03-9,,,kg,Element or Compound,,,Emissions/water/unspecified,84e77d9e-f3ec-4004-8455-e0eccbfe7cfd,,,,,,,,,,,,004P22282,0,,
"2,4,6-trichloro-1,3,5-triazine",000108-77-0,,,kg,Element or Compound,,,Emissions/water/unspecified,cc25a465-7d4a-4924-86fe-4c6d0d29e4ba,,,,,,,,,,,,004P22283,0,,
"1,3,5-tris(2,3-epoxypropyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione",002451-62-9,,,kg,Element or Compound,,,Emissions/water/unspecified,1d8c002e-4828-4f43-9426-c5a3a6ca7a90,,,,,,,,,,,,004P22291,0,,
tributylamine,000102-82-9,,,kg,Element or Compound,,,Emissions/water/unspecified,d66a9489-23c0-411b-8fec-ef91378b2b36,,,,,,,,,,,,004P22292,0,,
"2,4,6-tribromophenol",000118-79-6,,,kg,Element or Compound,,,Emissions/water/unspecified,b892d24c-e10a-43af-991e-6d8b91dee05f,,,,,,,,,,,,004P22294,0,,
"1,2,4-trimethylbenzene",000095-63-6,,,kg,Element or Compound,,,Emissions/water/unspecified,f1ffb3b1-e48c-449b-b81c-dbe1fdad62b9,,,,,,,,,,,,004P22296,0,,
"1,3,5-trimethylbenzene",000108-67-8,,,kg,Element or Compound,,,Emissions/water/unspecified,1bdb2de5-6e4a-494e-b6f9-0fc100b04a50,,,,,,,,,,,,004P22297,0,,
tolylene diisocyanate,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,a68113fc-2841-49c9-aecd-1212c2edfbae,,,,,,,,,,,,004P22298,0,,
toluidine,No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,{1B3528BE-5637-4FB4-AECD-947B68C29EB8},,,,,,,,,,,,004P22299,0,,
toluene,000108-88-3,,,kg,Element or Compound,,,Emissions/water/unspecified,8f809985-559e-4f09-ae68-c0463f80d30a,,,,,,,,,,,,004P22300,0,,
toluenediamine,025376-45-8,,,kg,Element or Compound,,,Emissions/water/unspecified,0125f9f3-b23e-4c6b-9aab-005607ee00f0,,,,,,,,,,,,004P22301,0,,
naphthalene,000091-20-3,,,kg,Element or Compound,,,Emissions/water/unspecified,3d2b31af-c09a-41df-97f8-f6f0634ae4b7,,,,,,,,,,,,004P22302,0,,
lead compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,cb04523a-d7fe-4ed7-b44b-e8a9e1ec0fd2,,,,,,,,,,,,004P22305,0,,
hexamethylene diacrylate,013048-33-4,,,kg,Element or Compound,,,Emissions/water/unspecified,{DB95B899-9B76-4F17-9987-3AC2CAA3C65B},,,,,,,,,,,,004P22306,0,,
nickel compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,6ae8e391-cd0a-44e1-bf40-37554798eb91,,,,,,,,,,,,004P22309,0,,
nitrilotriacetic acid,000139-13-9,,,kg,Element or Compound,,,Emissions/water/unspecified,c8a806af-1391-4c2f-a5c1-31e60c587f07,,,,,,,,,,,,004P22310,0,,
nitroglycerin,000055-63-0,,,kg,Element or Compound,,,Emissions/water/unspecified,dc154ff2-4d1e-4606-9ccc-d7e5f1a5f14d,,,,,,,,,,,,004P22313,0,,
o-nitrotoluene,000088-72-2,,,kg,Element or Compound,,,Emissions/water/unspecified,d7eb336c-f01e-45ba-8f61-7d0ae2d8a388,,,,,,,,,,,,004P22315,0,,
nitrobenzene,000098-95-3,,,kg,Element or Compound,,,Emissions/water/unspecified,cecf94d2-375e-4d72-9603-deae7399164f,,,,,,,,,,,,004P22316,0,,
carbon disulfide,000075-15-0,,,kg,Element or Compound,,,Emissions/water/unspecified,ffc46130-6a73-4eab-b7e7-98f69668bb73,,,,,,,,,,,,004P22318,0,,
nonylphenol,025154-52-3,,,kg,Element or Compound,,,Emissions/water/unspecified,c7644624-96e9-402d-a7d2-3958fee8cd59,,,,,,,,,,,,004P22320,0,,
vanadium compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,{7DA5A1DB-6537-47B7-9E51-7ABE1DB1E3DE},,,,,,,,,,,,004P22321,0,,
"5'-[N,N-bis(2-acetyloxyethyl)amino]-2'-(2-bromo-4,6-dinitrophenylazo)-4'-methoxyacetanilide",003618-72-2,,,kg,Element or Compound,,,Emissions/water/unspecified,{6A851B83-06DD-43F8-983F-6EA255693192},,,,,,,,,,,,004P22322,0,,
"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",001014-70-6,,,kg,Element or Compound,,,Emissions/water/unspecified,7217193e-43f6-46b5-ba20-933bb01631ab,,,,,,,,,,,,004P22323,0,,
bis(8-quinolinolato)copper,010380-28-6,,,kg,Element or Compound,,,Emissions/water/unspecified,b749004a-c8e3-4c8b-ab21-54f48428c5fd,,,,,,,,,,,,004P22325,0,,
